COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD
23301,,"[0, 1, 2, 5, 4]",,"[0, 1, 1, 3, 1]",,"[0, 2, 6, 2, 0]",,"[0, 2, 1, 2, 1]",,,"[0, 2, 2, 7, 1]",,"[1, 1, 1, 3, 0]",,"[2, 1, 6, 1, 0]",,"[0, 1, 1, 2, 2]",,,"[0, 2, 2, 6, 2]",,"[1, 0, 0, 2, 3]",,"[0, 2, 2, 5, 1]",,"[0, 1, 0, 4, 1]",,,"[0, 5, 4, 3, 0]",,"[0, 3, 3, 0, 0]",,"[0, 2, 8, 0, 0]",,"[0, 1, 4, 1, 0]",
23302,"[1, 1, 4, 7, 5]",,"[0, 1, 5, 7, 3]",,"[2, 3, 6, 6, 9]",,"[0, 2, 6, 11, 1]",,"[1, 2, 8, 13, 7]","[0, 1, 6, 6, 5]",,"[0, 1, 4, 9, 2]",,"[2, 3, 6, 8, 7]",,"[2, 3, 5, 7, 3]",,"[3, 6, 10, 9, 3]","[1, 3, 5, 6, 3]",,"[0, 4, 7, 3, 2]",,"[2, 2, 5, 7, 10]",,"[3, 2, 0, 12, 3]",,"[1, 7, 9, 9, 5]","[2, 5, 10, 1, 0]",,"[2, 3, 7, 3, 1]",,"[1, 2, 11, 7, 5]",,"[0, 4, 12, 3, 1]",,"[1, 3, 16, 10, 1]"
23511,,"[0, 0, 0, 2, 3]",,"[0, 0, 0, 5, 9]",,"[0, 0, 3, 5, 5]",,"[0, 2, 1, 12, 5]",,,"[0, 0, 0, 2, 3]",,"[0, 0, 1, 7, 6]",,"[0, 0, 3, 4, 6]",,"[0, 2, 5, 11, 2]",,,"[0, 0, 2, 2, 1]",,"[1, 1, 2, 6, 3]",,"[1, 3, 2, 3, 4]",,"[1, 7, 4, 6, 2]",,,"[0, 0, 4, 0, 1]",,"[0, 1, 2, 7, 4]",,"[0, 2, 6, 3, 2]",,"[0, 0, 12, 5, 2]",
23520,"[0, 0, 1, 6, 5]",,"[0, 0, 2, 4, 4]",,"[0, 0, 5, 5, 7]",,"[0, 0, 0, 7, 5]",,"[0, 0, 1, 3, 7]","[0, 3, 3, 5, 1]",,"[0, 1, 4, 4, 1]",,"[0, 0, 3, 4, 10]",,"[0, 0, 2, 3, 5]",,"[0, 0, 3, 3, 5]","[0, 3, 1, 5, 3]",,"[0, 0, 4, 4, 2]",,"[0, 2, 1, 4, 10]",,"[0, 2, 2, 2, 4]",,"[0, 0, 2, 3, 6]","[0, 0, 3, 5, 4]",,"[0, 2, 2, 5, 1]",,"[0, 0, 2, 8, 7]",,"[0, 0, 3, 3, 3]",,"[0, 0, 2, 6, 3]"
23521,,"[2, 6, 7, 18, 11]",,"[0, 4, 16, 20, 15]",,"[0, 7, 3, 18, 9]",,"[0, 6, 11, 26, 2]",,,"[3, 4, 9, 19, 8]",,"[6, 5, 15, 15, 14]",,"[3, 8, 8, 12, 6]",,"[8, 6, 14, 11, 6]",,,"[4, 7, 17, 7, 9]",,"[2, 6, 11, 18, 18]",,"[1, 5, 9, 11, 11]",,"[2, 2, 8, 21, 11]",,,"[2, 10, 26, 3, 2]",,"[3, 7, 32, 7, 6]",,"[1, 10, 17, 7, 2]",,"[4, 9, 23, 7, 1]",
23522,,"[1, 0, 1, 4, 3]",,"[0, 2, 3, 3, 4]",,"[0, 0, 1, 8, 5]",,"[0, 2, 0, 7, 1]",,,"[0, 1, 2, 5, 1]",,"[1, 0, 4, 3, 4]",,"[0, 1, 3, 5, 5]",,"[1, 1, 5, 2, 1]",,,"[1, 1, 2, 4, 1]",,"[1, 2, 3, 2, 4]",,"[0, 0, 3, 3, 8]",,"[1, 1, 4, 2, 2]",,,"[0, 1, 3, 4, 1]",,"[0, 1, 5, 4, 1]",,"[1, 0, 4, 4, 5]",,"[0, 0, 4, 5, 1]",
23531,"[1, 0, 1, 8, 7]",,"[0, 2, 6, 5, 4]",,"[0, 1, 2, 7, 8]",,"[0, 3, 2, 3, 3]",,"[0, 0, 0, 5, 5]","[2, 2, 2, 6, 5]",,"[0, 2, 5, 6, 4]",,"[0, 1, 4, 4, 8]",,"[0, 2, 3, 4, 2]",,"[0, 0, 0, 4, 6]","[1, 1, 6, 6, 3]",,"[2, 3, 5, 4, 3]",,"[0, 2, 2, 4, 9]",,"[0, 2, 1, 6, 2]",,"[0, 0, 0, 2, 8]","[0, 2, 5, 9, 1]",,"[1, 2, 8, 4, 2]",,"[0, 0, 11, 6, 1]",,"[0, 1, 6, 3, 1]",,"[0, 1, 4, 3, 2]"
23532,"[0, 0, 0, 1, 10]",,"[0, 0, 0, 3, 5]",,"[0, 0, 1, 6, 9]",,"[0, 0, 0, 3, 5]",,"[0, 0, 0, 6, 8]","[1, 0, 3, 4, 3]",,"[0, 0, 2, 3, 3]",,"[0, 0, 0, 5, 11]",,"[1, 0, 1, 0, 6]",,"[0, 0, 1, 8, 5]","[0, 0, 4, 3, 4]",,"[0, 2, 2, 1, 3]",,"[0, 2, 5, 2, 7]",,"[0, 3, 2, 1, 2]",,"[0, 0, 4, 7, 3]","[0, 0, 9, 2, 0]",,"[0, 0, 4, 2, 2]",,"[0, 1, 9, 5, 1]",,"[0, 0, 5, 3, 0]",,"[0, 0, 12, 1, 0]"
23552,"[1, 0, 2, 4, 1]",,"[0, 0, 1, 1, 3]",,"[0, 0, 2, 6, 4]",,"[0, 0, 3, 2, 1]",,"[0, 0, 1, 1, 5]","[1, 2, 3, 1, 1]",,"[0, 0, 2, 2, 1]",,"[0, 1, 4, 2, 5]",,"[0, 0, 1, 2, 3]",,"[0, 1, 0, 0, 5]","[0, 2, 3, 2, 1]",,"[0, 0, 1, 1, 3]",,"[0, 2, 0, 4, 6]",,"[0, 0, 1, 2, 3]",,"[0, 0, 0, 0, 6]","[0, 1, 4, 2, 1]",,"[0, 0, 2, 0, 3]",,"[0, 0, 5, 2, 5]",,"[0, 1, 0, 0, 5]",,"[0, 0, 3, 0, 3]"
23564,,"[0, 4, 2, 2, 0]",,"[2, 3, 2, 3, 4]",,"[0, 0, 5, 2, 5]",,"[0, 0, 0, 7, 2]",,,"[1, 2, 1, 4, 0]",,"[2, 3, 3, 3, 2]",,"[0, 0, 5, 1, 6]",,"[0, 1, 1, 4, 3]",,,"[1, 3, 2, 2, 0]",,"[1, 2, 3, 5, 3]",,"[0, 0, 4, 3, 5]",,"[0, 1, 3, 1, 4]",,,"[0, 3, 3, 2, 0]",,"[0, 1, 6, 5, 2]",,"[0, 0, 9, 3, 0]",,"[1, 0, 5, 1, 1]",
23662,,"[1, 1, 2, 3, 4]",,"[0, 0, 2, 0, 0]",,"[0, 2, 1, 1, 3]",,"[0, 0, 0, 3, 6]",,,"[0, 1, 4, 4, 2]",,"[0, 0, 0, 1, 1]",,"[0, 1, 3, 1, 2]",,"[0, 0, 1, 4, 4]",,,"[1, 3, 2, 3, 2]",,"[0, 1, 0, 0, 1]",,"[1, 1, 1, 3, 1]",,"[0, 1, 3, 2, 3]",,,"[3, 5, 3, 0, 0]",,"[0, 0, 0, 2, 0]",,"[2, 0, 5, 0, 0]",,"[0, 2, 4, 2, 1]",
23711,,"[0, 5, 4, 7, 5]",,"[0, 0, 0, 6, 10]",,"[0, 3, 9, 11, 2]",,"[0, 2, 6, 12, 7]",,,"[1, 1, 3, 8, 8]",,"[0, 0, 3, 7, 6]",,"[2, 8, 5, 7, 3]",,"[0, 7, 6, 8, 6]",,,"[0, 5, 8, 5, 3]",,"[1, 2, 5, 3, 5]",,"[7, 7, 4, 6, 1]",,"[4, 8, 6, 6, 3]",,,"[0, 4, 13, 4, 0]",,"[2, 2, 8, 3, 1]",,"[0, 5, 13, 4, 2]",,"[0, 4, 16, 6, 1]",
23732,,"[0, 0, 1, 9, 11]",,"[0, 1, 1, 5, 5]",,"[0, 0, 1, 15, 15]",,"[0, 1, 4, 11, 10]",,,"[2, 3, 6, 7, 3]",,"[1, 1, 2, 3, 5]",,"[0, 0, 11, 8, 12]",,"[0, 2, 7, 13, 4]",,,"[0, 4, 10, 4, 3]",,"[3, 0, 4, 4, 1]",,"[4, 5, 9, 9, 4]",,"[1, 1, 4, 15, 5]",,,"[0, 5, 11, 4, 1]",,"[0, 2, 6, 3, 1]",,"[0, 3, 15, 11, 3]",,"[1, 4, 8, 9, 4]",
23832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23901,,"[0, 1, 0, 8, 10]",,"[0, 0, 0, 4, 2]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 3]",,,"[0, 0, 1, 7, 10]",,"[0, 0, 0, 5, 1]",,"[0, 0, 0, 1, 1]",,"[0, 0, 1, 0, 2]",,,"[0, 0, 4, 6, 8]",,"[0, 0, 1, 1, 4]",,"[0, 0, 0, 2, 0]",,"[0, 0, 0, 0, 3]",,,"[0, 5, 12, 1, 1]",,"[0, 1, 2, 1, 2]",,"[0, 0, 1, 1, 0]",,"[0, 0, 2, 0, 1]",
23902,,"[1, 3, 7, 12, 6]",,"[1, 2, 8, 5, 4]",,"[0, 1, 3, 6, 4]",,"[0, 2, 3, 3, 4]",,,"[0, 4, 9, 8, 8]",,"[1, 3, 6, 7, 2]",,"[0, 1, 3, 5, 5]",,"[0, 4, 2, 5, 1]",,,"[0, 3, 9, 9, 8]",,"[2, 2, 5, 7, 3]",,"[1, 1, 2, 5, 5]",,"[1, 0, 2, 5, 4]",,,"[1, 8, 17, 2, 1]",,"[1, 2, 11, 3, 2]",,"[1, 2, 9, 1, 1]",,"[1, 2, 5, 3, 1]",
23925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23932,"[0, 6, 10, 26, 12]","[1, 1, 2, 7, 8]","[1, 3, 9, 33, 10]","[1, 1, 1, 2, 5]","[4, 5, 19, 16, 12]","[0, 0, 1, 6, 4]","[1, 3, 15, 13, 1]","[0, 0, 4, 6, 9]","[0, 2, 7, 25, 7]","[0, 5, 13, 24, 12]","[1, 2, 6, 8, 2]","[3, 4, 17, 18, 14]","[1, 1, 4, 2, 2]","[7, 9, 21, 13, 6]","[0, 0, 4, 4, 3]","[3, 10, 15, 4, 1]","[0, 2, 4, 8, 5]","[1, 6, 17, 13, 4]","[4, 13, 18, 14, 5]","[1, 3, 8, 5, 2]","[5, 17, 20, 12, 2]","[1, 0, 4, 1, 4]","[11, 14, 15, 10, 6]","[0, 2, 4, 3, 2]","[11, 11, 7, 4, 0]","[3, 5, 5, 5, 1]","[6, 9, 12, 11, 3]","[2, 16, 29, 4, 2]","[1, 5, 7, 5, 1]","[2, 9, 31, 11, 3]","[0, 1, 4, 4, 1]","[1, 5, 30, 7, 12]","[0, 1, 6, 4, 0]","[1, 4, 14, 12, 2]","[1, 5, 9, 3, 1]","[0, 8, 17, 11, 5]"
23936,,,,,,,"[0, 0, 0, 0, 2]",,"[0, 2, 2, 4, 3]",,,,,,,"[0, 0, 0, 0, 2]",,"[1, 2, 0, 5, 3]",,,,,,,"[0, 0, 0, 0, 2]",,"[2, 1, 3, 2, 3]",,,,,,,"[0, 0, 1, 1, 0]",,"[1, 3, 6, 1, 0]"
23937,,,,,,,,"[1, 1, 3, 3, 1]",,,,,,,,,"[0, 3, 4, 1, 0]",,,,,,,,,"[0, 0, 3, 4, 1]",,,,,,,,,"[0, 1, 4, 1, 2]",
23952,,,,,,,,"[0, 1, 2, 6, 7]",,,,,,,,,"[0, 1, 4, 5, 6]",,,,,,,,,"[2, 3, 2, 4, 5]",,,,,,,,,"[0, 1, 7, 3, 5]",
23953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23F11,,,,,,,,,"[0, 0, 0, 0, 3]",,,,,,,,,"[0, 0, 0, 1, 2]",,,,,,,,,"[0, 0, 1, 0, 2]",,,,,,,,,"[0, 0, 0, 3, 0]"
23F12,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,"[0, 0, 0, 0, 0]"
23F13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23F14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBS04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KU323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25102,"[0, 0, 0, 1, 7]",,"[0, 0, 0, 2, 7]",,"[0, 0, 0, 2, 6]",,"[0, 0, 1, 1, 6]",,"[0, 0, 3, 6, 1]","[0, 0, 2, 0, 6]",,"[0, 0, 0, 2, 7]",,"[0, 0, 0, 2, 6]",,"[0, 0, 0, 3, 5]",,"[0, 0, 0, 4, 6]","[0, 0, 1, 3, 4]",,"[0, 0, 2, 2, 5]",,"[0, 2, 2, 1, 3]",,"[0, 0, 1, 2, 5]",,"[0, 0, 1, 7, 2]","[0, 2, 6, 0, 0]",,"[1, 4, 4, 0, 0]",,"[0, 1, 7, 0, 0]",,"[0, 3, 5, 0, 0]",,"[1, 7, 2, 0, 0]"
25104,"[0, 0, 1, 5, 10]",,"[0, 0, 0, 4, 7]",,"[0, 0, 1, 6, 8]",,"[0, 0, 2, 2, 12]",,"[0, 0, 2, 4, 7]","[0, 1, 1, 5, 9]",,"[0, 0, 0, 4, 7]",,"[0, 0, 1, 4, 10]",,"[0, 0, 4, 6, 5]",,"[0, 1, 1, 3, 7]","[0, 3, 4, 4, 5]",,"[0, 3, 3, 3, 2]",,"[1, 1, 5, 2, 6]",,"[1, 2, 4, 4, 4]",,"[1, 5, 2, 1, 3]","[2, 2, 11, 1, 0]",,"[0, 5, 6, 0, 0]",,"[0, 6, 8, 1, 0]",,"[1, 2, 12, 0, 0]",,"[1, 6, 5, 0, 0]"
25105,"[2, 4, 3, 14, 6]",,"[0, 6, 17, 9, 5]",,"[0, 2, 4, 10, 4]",,"[0, 4, 5, 8, 7]",,"[0, 4, 6, 10, 14]","[1, 3, 8, 13, 4]",,"[3, 5, 14, 12, 3]",,"[0, 5, 5, 8, 2]",,"[0, 4, 8, 5, 6]",,"[2, 4, 3, 12, 11]","[6, 8, 6, 6, 3]",,"[3, 14, 14, 3, 3]",,"[2, 8, 3, 5, 2]",,"[3, 7, 6, 3, 4]",,"[2, 6, 10, 13, 2]","[1, 8, 19, 1, 0]",,"[2, 11, 24, 0, 0]",,"[0, 4, 12, 3, 1]",,"[0, 6, 14, 1, 2]",,"[2, 15, 10, 5, 1]"
25106,,"[1, 2, 1, 2, 9]",,"[0, 1, 7, 8, 5]",,"[1, 1, 3, 4, 8]",,"[0, 3, 1, 3, 3]",,,"[0, 3, 3, 4, 5]",,"[1, 5, 5, 7, 2]",,"[1, 2, 3, 2, 9]",,"[2, 1, 1, 4, 2]",,,"[0, 2, 3, 5, 5]",,"[5, 4, 6, 3, 2]",,"[1, 3, 4, 2, 7]",,"[2, 2, 3, 2, 1]",,,"[0, 4, 8, 3, 0]",,"[0, 1, 17, 3, 0]",,"[1, 4, 9, 2, 1]",,"[0, 1, 6, 2, 1]",
25107,,,,,"[0, 0, 3, 1, 2]",,"[0, 0, 3, 1, 6]",,"[0, 0, 2, 10, 6]",,,,,"[1, 1, 1, 2, 1]",,"[0, 1, 3, 2, 4]",,"[1, 0, 3, 12, 2]",,,,,"[0, 0, 2, 2, 2]",,"[1, 1, 4, 0, 4]",,"[0, 1, 5, 9, 3]",,,,,"[0, 2, 4, 0, 0]",,"[0, 0, 8, 2, 0]",,"[1, 3, 10, 4, 0]"
25108,,,,,,,,"[0, 0, 0, 2, 2]",,,,,,,,,"[0, 0, 0, 2, 2]",,,,,,,,,"[0, 2, 0, 1, 1]",,,,,,,,,"[0, 2, 2, 0, 0]",
25201,,,,,,"[0, 0, 2, 1, 3]",,,,,,,,,"[0, 0, 2, 2, 2]",,,,,,,,,"[0, 0, 3, 1, 1]",,,,,,,,,"[0, 0, 5, 0, 1]",,,
25202,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 2, 4]",,"[0, 0, 0, 0, 4]",,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 2, 4]",,"[0, 0, 0, 1, 3]",,,,,"[0, 0, 1, 1, 2]",,"[0, 0, 0, 2, 4]",,"[0, 0, 2, 0, 2]",,,,,"[0, 0, 2, 2, 0]",,"[0, 0, 3, 0, 3]",,"[0, 0, 2, 2, 0]",
25203,,,,,,,,,"[0, 0, 0, 0, 2]",,,,,,,,,"[0, 0, 1, 1, 0]",,,,,,,,,"[0, 0, 0, 0, 2]",,,,,,,,,"[0, 0, 1, 1, 0]"
25204,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 3]",,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 2, 2]",,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 4]",,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 2, 1, 1]",
25205,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,"[0, 0, 1, 0, 0]",,,,,,,,,"[0, 0, 1, 0, 0]",,,,,,,,,"[0, 0, 0, 1, 0]"
25206,,,,,,,,,"[0, 0, 0, 2, 1]",,,,,,,,,"[0, 0, 0, 1, 2]",,,,,,,,,"[0, 0, 2, 0, 1]",,,,,,,,,"[0, 1, 2, 0, 0]"
25207,,,,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 1, 3, 1]",,,,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 2, 0, 3]",,,,,,,"[0, 1, 1, 0, 0]",,"[0, 0, 3, 0, 2]",,,,,,,"[0, 1, 0, 1, 0]",,"[0, 1, 4, 0, 0]"
25208,,,,,,,"[0, 0, 0, 2, 6]",,"[0, 0, 0, 2, 2]",,,,,,,"[0, 0, 0, 3, 5]",,"[0, 0, 1, 1, 2]",,,,,,,"[0, 0, 0, 1, 7]",,"[0, 0, 0, 0, 4]",,,,,,,"[0, 1, 6, 0, 1]",,"[0, 1, 3, 0, 0]"
25209,,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 4]",,,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 2, 3]",,,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 2, 3]",,,,,,,"[0, 0, 0, 0, 1]",,"[0, 1, 4, 0, 0]"
25210,,,,,,,,"[0, 0, 0, 0, 1]",,,,,,,,,"[0, 0, 0, 0, 1]",,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,"[0, 0, 1, 0, 0]",
25211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25212,,,,,,,,"[0, 0, 0, 2, 2]",,,,,,,,,"[0, 0, 0, 2, 2]",,,,,,,,,"[0, 1, 0, 2, 1]",,,,,,,,,"[0, 0, 3, 1, 0]",
25301,,"[0, 4, 5, 2, 4]",,"[0, 0, 3, 8, 8]",,"[1, 3, 3, 9, 4]",,"[0, 2, 5, 7, 2]",,,"[0, 2, 7, 3, 3]",,"[0, 0, 8, 6, 5]",,"[1, 1, 7, 8, 3]",,"[1, 5, 2, 7, 1]",,,"[2, 2, 9, 1, 1]",,"[0, 1, 5, 4, 9]",,"[3, 2, 3, 9, 3]",,"[1, 3, 5, 6, 1]",,,"[1, 2, 11, 1, 0]",,"[2, 1, 15, 1, 0]",,"[0, 6, 12, 1, 1]",,"[1, 4, 9, 2, 0]",
25302,,"[0, 1, 1, 5, 12]",,"[0, 0, 0, 1, 7]",,"[0, 0, 1, 2, 7]",,"[0, 0, 0, 2, 4]",,,"[0, 0, 5, 5, 10]",,"[0, 0, 4, 2, 2]",,"[0, 0, 3, 2, 5]",,"[0, 0, 1, 2, 3]",,,"[2, 3, 8, 3, 4]",,"[1, 0, 3, 2, 2]",,"[1, 1, 4, 2, 2]",,"[0, 3, 0, 1, 2]",,,"[0, 4, 13, 2, 1]",,"[0, 1, 6, 1, 0]",,"[0, 1, 6, 2, 1]",,"[0, 2, 3, 1, 0]",
25303,,"[0, 1, 1, 3, 7]",,"[0, 1, 1, 4, 5]",,"[0, 1, 1, 4, 5]",,"[0, 0, 1, 0, 2]",,,"[1, 1, 3, 3, 4]",,"[1, 0, 1, 3, 6]",,"[1, 0, 1, 2, 7]",,"[0, 0, 0, 2, 1]",,,"[0, 0, 3, 2, 7]",,"[0, 0, 0, 5, 6]",,"[0, 0, 0, 1, 10]",,"[0, 0, 0, 0, 3]",,,"[0, 1, 6, 4, 1]",,"[0, 3, 7, 0, 1]",,"[0, 1, 2, 5, 3]",,"[0, 1, 2, 0, 0]",
25307,"[0, 0, 1, 5, 4]",,"[0, 0, 0, 0, 2]",,"[0, 0, 3, 1, 2]",,"[0, 0, 1, 1, 5]",,"[0, 0, 0, 1, 6]","[0, 0, 2, 5, 3]",,"[0, 0, 2, 1, 0]",,"[0, 2, 3, 0, 1]",,"[0, 1, 0, 3, 3]",,"[0, 0, 0, 3, 4]","[0, 0, 2, 7, 1]",,"[0, 1, 0, 2, 0]",,"[0, 0, 1, 3, 2]",,"[0, 2, 1, 3, 1]",,"[0, 0, 2, 2, 3]","[0, 1, 3, 4, 2]",,"[0, 1, 2, 0, 0]",,"[0, 0, 4, 2, 0]",,"[0, 0, 7, 0, 0]",,"[0, 0, 5, 1, 1]"
25310,"[0, 0, 0, 1, 4]",,"[0, 3, 2, 4, 2]",,"[0, 0, 1, 1, 2]",,"[0, 1, 5, 2, 2]",,"[0, 0, 1, 6, 4]","[0, 0, 0, 3, 2]",,"[0, 3, 4, 3, 1]",,"[0, 1, 0, 2, 1]",,"[2, 1, 3, 4, 0]",,"[0, 2, 2, 4, 3]","[0, 0, 1, 1, 3]",,"[2, 6, 2, 1, 0]",,"[1, 1, 0, 2, 0]",,"[1, 2, 5, 1, 1]",,"[1, 2, 2, 4, 2]","[0, 1, 1, 2, 1]",,"[0, 1, 10, 0, 0]",,"[0, 0, 2, 2, 0]",,"[0, 2, 6, 2, 0]",,"[0, 0, 11, 0, 0]"
25311,,"[0, 0, 0, 4, 5]",,"[0, 0, 2, 5, 2]",,"[0, 0, 0, 3, 6]",,"[0, 0, 0, 3, 6]",,,"[0, 0, 0, 8, 1]",,"[0, 0, 2, 5, 2]",,"[0, 0, 0, 4, 5]",,"[0, 1, 2, 4, 2]",,,"[0, 2, 1, 5, 1]",,"[1, 1, 0, 1, 6]",,"[0, 0, 0, 1, 8]",,"[0, 0, 1, 0, 8]",,,"[1, 1, 6, 1, 0]",,"[0, 0, 8, 1, 0]",,"[0, 0, 4, 5, 0]",,"[0, 1, 4, 3, 1]",
25312,,"[1, 1, 2, 1, 1]",,"[0, 0, 1, 1, 1]",,"[1, 1, 2, 0, 1]",,"[1, 1, 0, 1, 0]",,,"[0, 2, 3, 0, 1]",,"[0, 0, 1, 1, 1]",,"[2, 0, 1, 1, 1]",,"[2, 1, 0, 0, 1]",,,"[1, 0, 3, 1, 1]",,"[0, 1, 1, 1, 0]",,"[1, 3, 0, 1, 0]",,"[0, 0, 1, 3, 0]",,,"[1, 0, 4, 1, 0]",,"[0, 0, 1, 1, 1]",,"[0, 0, 2, 3, 0]",,"[0, 0, 0, 3, 1]",
25313,"[0, 0, 1, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 2]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 0, 1]","[0, 1, 1, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 1, 2]",,"[0, 0, 1, 0, 0]","[0, 0, 3, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",,"[0, 2, 1, 0, 0]",,"[0, 0, 1, 0, 0]"
25314,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 3, 9]","[0, 0, 0, 1, 3]",,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 2, 3]",,"[0, 0, 0, 2, 3]",,"[0, 0, 2, 3, 6]","[0, 0, 0, 2, 2]",,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 2, 8]","[0, 0, 4, 0, 0]",,"[0, 0, 0, 1, 0]",,"[0, 1, 3, 1, 0]",,"[0, 0, 2, 3, 0]",,"[0, 1, 5, 4, 1]"
25315,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 2, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 1]",,,"[0, 0, 0, 0, 0]",,"[0, 0, 2, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0]",
25316,"[0, 0, 0, 5, 2]",,"[0, 0, 1, 2, 5]",,"[0, 0, 0, 2, 3]",,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 6, 3]","[0, 0, 1, 3, 3]",,"[0, 0, 1, 2, 5]",,"[0, 1, 1, 2, 1]",,"[0, 0, 0, 3, 3]",,"[0, 0, 4, 4, 1]","[0, 1, 3, 1, 2]",,"[0, 0, 2, 3, 3]",,"[0, 2, 0, 0, 3]",,"[0, 0, 1, 3, 2]",,"[0, 0, 0, 5, 4]","[0, 1, 6, 0, 0]",,"[1, 2, 4, 1, 0]",,"[0, 2, 2, 1, 0]",,"[0, 0, 2, 4, 0]",,"[0, 0, 7, 2, 0]"
